NAME_1,NAME_2,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices,Population_2024,PSGC_Match_Info,Distance_from_Metro Manila_km,No_Work_Count
Tarlac,Bamban,79538,123519,12,22,7,81012,Bamban,92.51606984348444,0
NuevaEcija,Licab,130828,144273,8,6,4,29590,Licab,112.67907729465456,0
Tarlac,LaPaz,62832,63259,9,2,1,16014,La Paz,101.47704036464914,0
NuevaEcija,Zaragoza,64216,73263,11,20,5,55657,Zaragoza,104.73822431515512,0
NuevaEcija,Aliaga,60327,59503,4,3,1,72134,Aliaga,105.69860971980536,0
NuevaEcija,CabanatuanCity,194431,212023,25,5,5,343672,City of Cabanatuan,103.46438662675378,0
Tarlac,Concepcion,193377,183716,12,2,1,178549,Concepcion,98.30472329571168,3
NuevaEcija,SanAntonio,61327,58459,9,2,1,84958,San Antonio,91.05660128905372,0
NuevaEcija,Jaen,97784,84459,9,31,6,83895,Jaen,94.34160497077472,0
NuevaEcija,SantaRosa,97784,84459,9,31,6,430920,City of Santa Rosa,94.34160497077472,0
NuevaEcija,SanLeonardo,172242,113071,11,2,1,69180,San Leonardo,85.59809277515458,0
NuevaEcija,SanIsidro,175154,190886,8,3,3,4771,San Isidro,79.57028291066132,0
NuevaEcija,Cabiao,22306,22139,12,1,1,89497,Cabiao,78.87048234806278,0
NuevaEcija,GapanCity,58206,60933,8,13,6,129610,City of Gapan,79.09981531892485,0
Zambales,Cabangan,72333,88291,7,1,1,29334,Cabangan,124.59466510446356,0
Zambales,SanFelipe,58350,44618,9,7,2,26081,San Felipe,117.72201365659996,0
Zambales,SanAntonio,44044,46503,11,2,2,84958,San Antonio,110.51044915268788,0
Zambales,SanNarciso,31237,31515,8,5,2,32180,San Narciso,113.47110842745502,0
Zambales,SanMarcelino,147087,154293,10,4,1,39542,San Marcelino,104.58618508586348,0
Zambales,Castillejos,165150,146544,21,13,5,70105,Castillejos,100.57970706851364,0
Zambales,Subic,40383,49156,4,5,1,116788,Subic,98.36236697380212,0
Bataan,Morong,92606,96196,5,10,3,37024,Morong,87.53525909975122,0
Pampanga,Mabalacat,24235,20619,10,2,1,306594,Mabalacat City,88.36573349139792,0
Pampanga,AngelesCity,122180,200125,6,11,4,483452,City of Angeles,83.03481088264411,0
Pampanga,Porac,17619,14601,6,2,2,147551,Porac,80.14484342671406,0
Pampanga,Floridablanca,14686,22394,6,1,1,146095,Floridablanca,79.16704567649782,0
Pampanga,SantaRita,100995,111302,7,48,17,42915,Santa Rita,66.65486090810496,0
Pampanga,Guagua,58209,48927,9,10,7,137948,Guagua,66.30941014318446,0
Pampanga,Lubao,31308,29891,12,2,1,190355,Lubao,62.77083063488504,0
Pampanga,Magalang,160936,121765,4,66,20,133883,Magalang,82.92840071002351,0
Pampanga,Mexico,114222,121802,6,144,43,187597,Mexico,75.48181954737412,0
Pampanga,Bacolor,145267,186217,5,15,7,59361,Bacolor,71.03715926890156,0
Pampanga,SanFernandoCity,145267,186217,5,15,7,124809,City of San Fernando ,71.03715926890156,0
Pampanga,Arayat,129133,120532,15,14,7,150949,Arayat,74.36074596513528,0
Pampanga,SantaAna,311781,233020,13,2,2,34595,Santa Ana,66.63940613729604,0
Pampanga,Candaba,65475,71238,14,20,3,124019,Candaba,67.55386251748939,1
Pampanga,SanSimon,64979,95580,13,16,7,65760,San Simon,54.72391561207045,0
Pampanga,SantoTomas,154016,139886,6,31,9,42777,Santo Tomas,54.22402478660961,0
Pampanga,Minalin,159770,141281,8,26,8,50126,Minalin,50.93405926137069,0
Pampanga,Apalit,128195,128507,7,122,26,121057,Apalit,48.9903418026064,0
Pampanga,SanLuis,118052,133275,4,31,8,64674,San Luis,56.95959198688496,0
Bulacan,Pulilan,48491,44334,6,6,4,111384,Pulilan,42.08525573896462,0
Bulacan,SanRafael,136229,139171,9,52,23,108256,San Rafael,47.41536343610407,0
Bulacan,Baliuag,264722,299363,4,1,1,0,,46.14496963421593,0
Bulacan,Bustos,98606,78688,8,11,8,80565,Bustos,38.92872118232136,0
Zambales,OlongapoCity,46390,47509,7,3,1,264903,City of Olongapo,85.90764679164366,4
Bataan,Dinalupihan,66997,26585,4,3,2,124188,Dinalupihan,74.60324962712056,1
Bataan,Hermosa,149560,159719,13,2,2,80557,Hermosa,71.67655702959912,0
Bataan,Orani,67128,55622,14,7,5,72941,Orani,61.031709646338776,0
Bataan,Samal,180477,185410,4,30,3,40843,Samal,60.25876601893383,0
Bataan,Bagac,17849,6637,20,2,2,32799,Bagac,72.71275981349083,0
Bataan,Abucay,158778,155753,7,3,2,44846,Abucay,63.12557557524832,1
Bataan,BalangaCity,163005,139611,5,106,28,109931,City of Balanga ,56.2823928345637,0
Bataan,Pilar,140225,142565,5,56,26,10498,Pilar,50.4631305708389,0
Bataan,Orion,152141,203745,11,7,5,63044,Orion,48.69731344046132,0
Pampanga,Sasmuan,32272,33294,20,18,8,32081,Sasmuan,55.97464598590011,0
Pampanga,Macabebe,21824,29331,14,4,2,82933,Macabebe,50.229910854004096,0
Pampanga,Masantol,199680,198990,6,1,1,57207,Masantol,49.72322229717767,0
Bulacan,Calumpit,131963,118484,7,19,7,122187,Calumpit,45.51936312610129,0
Bulacan,Hagonoy,84742,92097,6,4,4,136673,Hagonoy,40.79409475697288,1
Bulacan,Paombong,125043,132273,5,50,15,58453,Paombong,37.51905642934963,0
Bulacan,MalolosCity,140174,159653,6,137,35,269809,City of Malolos ,37.20408592581304,0
Bulacan,Plaridel,136322,123775,5,22,6,120939,Plaridel,38.65882403596587,0
Bulacan,Guiguinto,195546,181511,5,33,6,118173,Guiguinto,31.795706518162607,0
Bulacan,Pandi,165231,126478,9,34,9,162725,Pandi,33.086830490310184,0
Bulacan,Balagtas,101924,132816,26,60,18,80221,Balagtas,30.53966961246069,1
Bulacan,SantaMaria,201143,192391,7,3,1,30076,Santa Maria,27.478984105522876,0
Bulacan,Bocaue,121404,99460,5,15,3,147755,Bocaue,25.822091116561896,0
Bulacan,Bulacan,94570,91651,7,97,25,83101,Bulacan,28.198397202631455,0
Bulacan,MeycauayanCity,83809,87622,9,1,1,228023,City of Meycauayan,20.50035725074844,0
Bulacan,Marilao,153668,130989,42,192,54,263507,Marilao,19.915144474951624,1
Bulacan,Obando,142724,152473,4,44,13,61073,Obando,19.219356769316224,0
MetropolitanManila,Valenzuela,213198,165785,3,35,11,725173,City of Valenzuela,16.389246666273504,4
MetropolitanManila,Malabon,6484,9232,18,2,1,389929,City of Malabon,14.476898937985176,0
MetropolitanManila,Navotas,6484,9232,18,2,1,252878,City of Navotas,14.476898937985176,0
Bataan,Mariveles,70575,10696,99,12,2,156200,Mariveles,68.84050877300385,0
Bataan,Limay,80201,154039,8,5,1,81960,Limay,49.85930382445316,0
Cavite,CaviteCity,185945,162618,5,15,9,98673,City of Cavite,19.342031722755166,0
Cavite,Noveleta,104218,107419,17,34,14,46172,Noveleta,23.137133037468853,0
Cavite,Kawit,104218,107419,17,34,14,123631,Kawit,23.137133037468853,0
Cavite,Bacoor,57868,72806,15,31,11,661381,City of Bacoor,19.64471213406539,1
Cavite,Imus,145585,173207,7,164,51,481949,City of Imus,23.087301454543027,0
Cavite,Ternate,14806,6678,49,2,2,24891,Ternate,57.073207251044565,0
Cavite,Naic,108150,114243,5,21,5,236978,Naic,41.95978619254802,0
Cavite,Maragondon,100389,93422,24,78,11,41977,Maragondon,49.92241397579549,0
Cavite,Rosario,62446,26080,4,1,1,58797,Rosario,28.14865370756717,0
Cavite,Tanza,117349,122588,4,225,30,339308,Tanza,29.87136129619009,0
Cavite,GeneralTrias,131212,115601,6,61,19,482453,City of General Trias,27.086119684210782,0
Cavite,Dasmariñas,165131,135646,4,236,73,744511,City of Dasmariñas,28.958315860666207,2
Cavite,TreceMartiresCity,14450,4615,30,1,1,227892,City of Trece Martires ,39.90017941889601,0
Batangas,Nasugbu,241987,326469,18,2,2,141063,Nasugbu,66.20019115153798,0
Cavite,Magallanes,180269,226408,5,17,4,25826,Magallanes,57.230602692592655,0
Cavite,Indang,111493,142127,7,12,4,70092,Indang,46.4394134291123,0
Cavite,GeneralEmilioAguinaldo,195913,234387,4,1,1,24264,General Emilio Aguinaldo,51.576285349140605,0
Cavite,Amadeo,85509,79625,3,28,8,44190,Amadeo,42.81231194427135,0
Cavite,Silang,163568,142646,4,3,1,313145,Silang,40.0575640312066,1
Cavite,Alfonso,189548,182355,7,3,2,60583,Alfonso,53.54895937351805,0
Cavite,Mendez,76645,93860,15,7,2,36518,Mendez,54.62323464652675,0
Cavite,TagaytayCity,24691,6386,47,19,13,87811,City of Tagaytay,57.718398512923976,0
Batangas,Lian,96304,95447,15,78,33,56788,Lian,74.00950777073743,0
Batangas,Tuy,205691,196684,9,30,9,47199,Tuy,70.09105901558087,0
Batangas,Calatagan,73066,15725,35,9,2,60420,Calatagan,87.14506327861474,0
Batangas,Balayan,47926,64322,5,1,1,96939,Balayan,81.16350345961827,0
Batangas,Calaca,20053,44411,22,3,2,92281,City of Calaca,64.53406916040257,0
Batangas,Laurel,145637,155458,14,22,11,44791,Laurel,61.94237655079355,0
Batangas,Taallake,80936,111609,15,102,14,0,,60.68470169901085,0
Batangas,Lemery,133693,115634,14,23,16,94736,Lemery,65.92783486155668,0
Batangas,Agoncillo,26565,27943,16,232,2,40662,Agoncillo,67.40392304116662,0
NuevaVizcaya,Ambaguio,11096,2782,26,3,1,16401,Ambaguio,221.01254810527027,0
NuevaVizcaya,Bayombong,7264,6474,44,1,1,72890,Bayombong ,212.89820780574087,0
NuevaVizcaya,Solano,41921,45307,6,10,1,69296,Solano,217.23549398543855,1
NuevaVizcaya,Quezon,14549,45093,7,1,1,3084270,Quezon City,210.09861634615692,0
NuevaVizcaya,Bambang,24263,10202,33,30,2,60146,Bambang,203.457599514822,0
NuevaVizcaya,Aritao,144814,14705,32,20,1,45000,Aritao,192.9283043569452,0
NuevaVizcaya,DupaxDelSur,919,40155,12,1,1,22388,Dupax del Sur,191.18339690356436,0
NuevaVizcaya,DupaxDelNorte,919,40155,12,1,1,35509,Dupax del Norte,191.18339690356436,0
NuevaVizcaya,Kasibu,27260,8928,15,1,1,46845,Kasibu,196.4560210178737,0
Quirino,Diffun,52929,12092,31,6,2,58254,Diffun,222.41342757642977,0
Quirino,Saguday,23565,28699,24,5,4,17863,Saguday,229.0225921275577,0
Isabela,Jones,17893,8869,8,1,1,46160,Jones,228.12347866035492,0
Quirino,Cabarroguis,98330,100179,17,3,3,34720,Cabarroguis ,221.74085675776792,0
Quirino,Aglipay,34067,39377,12,1,1,31596,Aglipay,220.56271591799484,0
Quirino,Nagtipunan,90914,6535,35,1,1,26541,Nagtipunan,197.72413731733687,4
Quirino,Maddela,3645,1602,25,1,1,41867,Maddela,196.68999602894257,2
NuevaVizcaya,AlfonsoCastaneda,17993,11704,31,1,1,8933,Alfonso Castaneda,158.56886875767563,0
Aurora,Dipaculao,428,602,50,1,1,33597,Dipaculao,163.32745305436026,0
Isabela,SanAgustin,43036,35725,29,7,3,22228,San Agustin,225.56531653134363,0
Isabela,Dinapigue,66268,55838,21,10,2,6116,Dinapigue,263.5679658476688,0
Aurora,Dilasag,7399,5105,41,2,2,17536,Dilasag,250.9623102485768,0
Aurora,Casiguran,2739,2869,34,1,1,26855,Casiguran,222.77970639591757,0
Aurora,Dinalungan,36027,33347,19,1,1,12552,Dinalungan,198.25788924621236,0
NuevaEcija,Pantabangan,13224,18174,14,1,1,32694,Pantabangan,133.04226336131612,0
NuevaEcija,Rizal,145082,176201,4,54,9,20491,Rizal,126.61463551975898,0
NuevaEcija,GeneralMamertoNatividad,48681,37123,9,6,2,43779,General Mamerto Natividad,113.04010173591236,0
NuevaEcija,Bongabon,233183,173142,13,1,1,69376,Bongabon,118.66781094241249,0
Aurora,MariaAurora,12958,17230,20,1,1,45972,Maria Aurora,136.22176180861555,0
Aurora,SanLuis,90353,32089,21,26,6,64674,San Luis,130.13470708932732,0
Aurora,Baler,25940,10617,11,1,1,44684,Baler ,137.34068063467413,0
NuevaEcija,PalayanCity,29520,28912,5,5,2,47883,City of Palayan ,108.7457116221082,0
NuevaEcija,Laur,287200,294373,5,1,1,40185,Laur,109.84116799012656,0
NuevaEcija,Gabaldon,81462,117535,7,2,1,40223,Gabaldon,108.33005824597087,0
NuevaEcija,Peñaranda,71076,73430,12,2,2,33043,Peñaranda,85.47295061694385,0
NuevaEcija,GeneralTinio,53804,83697,11,1,1,58093,General Tinio,90.28136914833726,0
Aurora,Dingalan,6657,13245,58,1,1,29286,Dingalan,109.07343027713074,0
Bulacan,SanMiguel,52210,50357,6,2,1,179792,San Miguel,70.66782963827916,0
Bulacan,DoñaRemediosTrinidad,32764,15684,30,2,1,30064,Doña Remedios Trinidad,72.44807276989341,0
Bulacan,SanIldefonso,50206,51763,27,9,4,8213,San Ildefonso,54.34225387889806,0
Bulacan,Angat,253768,187026,8,8,2,67862,Angat,41.4366073543768,0
Quezon,GeneralNakar,21756,11683,36,4,2,34982,General Nakar,78.8285623020755,0
Bulacan,Norzagaray,128670,130403,6,83,29,140697,Norzagaray,33.576020789910544,0
Bulacan,SanJosedelMonteCity,136205,117603,8,335,79,685688,City of San Jose Del Monte,25.927057533057877,0
MetropolitanManila,KalookanCity,135844,127816,5,273,94,0,,18.882664682919195,0
Rizal,Rodriguez,15726,14798,96,6,2,451383,Rodriguez,22.81918523032881,2
MetropolitanManila,QuezonCity,186660,168123,5,255,69,3084270,Quezon City,12.231968423641566,0
Rizal,SanMateo,149110,157392,4,438,133,67433,San Mateo,13.692778048330313,0
MetropolitanManila,Manila,46136,213597,4,5,2,1902590,City of Manila,7.386555546582334,0
MetropolitanManila,SanJuan,181874,162889,6,981,173,134312,City of San Juan,0.6914539203409011,0
MetropolitanManila,Marikina,175248,165193,4,595,107,471323,City of Marikina,11.198054743722189,0
Rizal,AntipoloCity,152686,142985,6,508,152,913712,City of Antipolo ,10.073387625798512,6
Rizal,Cainta,160004,148427,5,531,131,386321,Cainta,8.5944054042188,0
MetropolitanManila,PasigCity,191111,180900,4,411,123,853050,City of Pasig,6.03180704684299,2
Rizal,Tanay,35248,57361,3,1,1,145597,Tanay,28.410855778817105,1
Quezon,Real,5328,2855,23,1,1,39969,Real,57.52150965054258,0
Quezon,Infanta,106356,195984,10,21,5,26837,Infanta,66.4872801065767,0
Quezon,Panukulan,4667,3804,42,16,3,17118,Panukulan,93.75764560899232,0
Quezon,Burdeos,28225,16193,30,16,4,22742,Burdeos,110.85986998054972,1
Quezon,Polillo,4569,5590,14,2,2,31737,Polillo,96.36710478199002,0
Quezon,Patnanungan,13622,4666,23,1,1,15554,Patnanungan,120.49726512028192,0
Quezon,Jomalig,19907,11777,49,2,1,7884,Jomalig,139.84832003665042,0
MetropolitanManila,Mandaluyong,168724,155135,6,981,264,465902,City of Mandaluyong,1.360029558688857,0
MetropolitanManila,PasayCity,153046,129683,6,363,111,453186,Pasay City,6.394472723219555,0
MetropolitanManila,MakatiCity,169389,154334,5,1103,294,309770,City of Makati,4.902839084044044,2
MetropolitanManila,Parañaque,42103,34849,9,96,79,703245,City of Parañaque,9.668659190126196,4
MetropolitanManila,Taguig,160528,145183,8,388,123,1308085,City of Taguig,8.453794634868286,2
Rizal,Taytay,190296,186753,5,2407,583,397111,Taytay,10.42945646525601,1
MetropolitanManila,Pateros,142373,146993,5,946,319,67319,Pateros,7.382645610042812,1
Laguna,Lagunalake,134385,131031,9,141,49,0,,12.2782590072716,0
MetropolitanManila,LasPiñas,47020,12569,31,2,1,615549,City of Las Piñas,14.203748033402402,0
MetropolitanManila,Muntinlupa,211802,179368,12,589,111,552225,City of Muntinlupa,19.098869534148,3
Rizal,Angono,138707,147017,4,39,17,134975,Angono,15.998964481524348,0
Rizal,Teresa,163792,152232,5,254,95,67454,Teresa,18.43558441615779,0
Rizal,Binangonan,119902,120546,7,162,42,321281,Binangonan,19.20154395791725,0
Rizal,Morong,235800,252798,3,1,1,37024,Morong,23.028438255751325,0
Rizal,Baras,3509,3163,45,1,1,91099,Baras,26.40116491118047,0
Rizal,Cardona,276315,238405,5,5,5,51493,Cardona,22.633292711769226,0
Laguna,SanPedro,226820,195307,9,38,14,348968,City of San Pedro,28.58797924706161,0
Laguna,Biñan,151234,152601,8,557,117,584479,City of Biñan,29.063485657841927,1
Cavite,GeneralMarianoAlvarez,119638,140690,11,143,39,0,,32.12053940745443,0
Cavite,Carmona,143423,126587,6,349,91,112140,City of Carmona,33.30406359339902,0
Laguna,SantaRosaCity,116410,117694,8,67,24,430920,City of Santa Rosa,31.459626157798684,0
Laguna,Cabuyao,204251,187113,5,241,74,365202,City of Cabuyao,38.62950377937475,0
Laguna,SantaMaria,573,3536,316,1,1,30076,Santa Maria,47.58050819630143,0
Rizal,Pililla,26235,12601,28,2,2,72503,Pililla,35.05336837759694,0
Laguna,Mabitac,41665,66031,4,1,1,21748,Mabitac,40.63020115516933,0
Laguna,Famy,101497,76343,35,2,2,17668,Famy,49.300458264862094,0
Laguna,Siniloan,133711,15447,25,1,1,42533,Siniloan,53.24869128528006,0
Rizal,Jala-Jala,147555,186253,9,5,3,34901,Jala-Jala,41.89114628638365,0
Laguna,Pakil,118376,4684,35,1,1,23972,Pakil,46.6201555094474,0
Laguna,Pangil,79528,92427,12,6,4,25318,Pangil,52.22920509125545,0
Laguna,Lumban,40905,23744,41,18,6,32793,Lumban,57.40731972049128,0
Laguna,SantaCruz,145095,175431,7,11,3,41296,Santa Cruz,53.841837587092186,0
Laguna,Pagsanjan,130196,144935,7,141,21,45602,Pagsanjan,58.016545562429485,0
Laguna,Paete,2796,6357,53,2,1,25254,Paete,60.05681519226823,0
Laguna,Kalayaan,67557,42760,10,1,1,25243,Kalayaan,57.63489092659536,0
Laguna,Cavinti,5056,20529,34,1,1,24740,Cavinti,64.49881222674576,0
Laguna,CalambaCity,79789,84816,9,1,1,575046,City of Calamba,43.268798933871885,0
Batangas,Talisay,193011,227500,8,8,3,109204,City of Talisay,54.69358114917667,0
Batangas,TanauanCity,187298,137930,7,2,2,209697,City of Tanauan,50.05177612699394,0
Laguna,LosBaños,169640,157702,6,172,55,117030,Los Baños,51.15523149528738,0
Laguna,Bay,165118,179117,30,9,4,69802,Bay,53.38709222651048,0
Batangas,SantoTomas,66888,8937,32,10,2,42777,Santo Tomas,52.87094555599622,0
Laguna,Calauan,77476,97107,8,73,13,89670,Calauan,58.92776416320161,0
Batangas,Balete,20304,14047,31,5,3,24202,Balete,64.37114656614358,0
Batangas,Malvar,273625,230099,8,22,5,74565,Malvar,63.458041640778745,0
Batangas,MataasNaKahoy,59392,70940,9,15,8,31912,Mataasnakahoy,66.91364989783588,0
Batangas,SanNicolas,269892,258610,8,4,2,39116,San Nicolas,75.80694488394354,0
Batangas,Cuenca,80428,12104,33,7,3,36453,Cuenca,74.25775485461607,0
Batangas,LipaCity,198846,213999,12,17,12,387392,City of Lipa,72.63721918409843,1
Batangas,SanJose,282155,371292,7,1,1,156714,San Jose City,75.54736572450642,0
Laguna,Alaminos,119614,151893,28,3,2,100430,City of Alaminos,61.56329050854382,0
Laguna,SanPabloCity,184496,571982,6,1,1,300166,City of San Pablo,64.23967740490694,0
Quezon,Tiaong,200760,254445,2,1,1,107666,Tiaong,75.91029974975345,0
Laguna,Victoria,202903,303968,8,1,1,71495,Victoria,52.82486969998783,0
Laguna,Pila,122424,168573,7,24,11,57776,Pila,52.91906702069137,0
Laguna,Nagcarlan,101119,96036,8,42,13,66351,Nagcarlan,58.626491858607686,0
Laguna,Magdalena,4118,5336,8,1,1,28131,Magdalena,59.55876237602214,0
Laguna,Liliw,213698,254098,8,3,1,39976,Liliw,62.2779291976306,0
Laguna,PalakpakinLake,58782,46991,9,3,1,0,,63.7066844848684,0
Laguna,Rizal,3071,4983,4,1,1,20491,Rizal,65.65737820955977,0
Laguna,Waterbody,55946,88239,4,1,1,0,,66.96922562870863,0
Laguna,Majayjay,22770,366335,5,1,1,28504,Majayjay,66.30356432272507,0
Laguna,KalibatoLake,30544,33911,6,3,2,0,,68.28162953944111,0
Laguna,Luisiana,107385,97081,13,23,3,21824,Luisiana,66.42759797958692,0
Quezon,Sampaloc,33990,8056,31,2,1,13331,Sampaloc,77.57789974546931,0
Quezon,Lucban,84926,9619,40,2,2,54134,Lucban,74.29324076562895,0
Laguna,SampalocLake,435446,479352,4,1,1,0,,67.48080729313777,0
Quezon,Dolores,202026,247186,10,30,4,11967,Dolores,75.37477527159159,0
Quezon,Candelaria,55686,2332,39,2,2,32182,Candelaria,76.26920523844899,0
Quezon,SanAntonio,131942,154563,2,3,3,84958,San Antonio,81.96438679120592,0
Quezon,Sariaya,82183,123861,15,14,5,172018,Sariaya,89.52408550076159,3
Quezon,TayabasCity,62540,126000,4,7,2,115318,City of Tayabas,86.24665267929838,0
Quezon,LucenaCity,1372,199,11,1,1,280331,City of Lucena ,93.38129023492026,11
Quezon,Mauban,24491,9202,39,22,3,70135,Mauban,73.40782187728728,0
Quezon,Perez,17672,26750,11,1,1,13052,Perez,106.06192716126289,0
Quezon,Alabat,61401,13558,55,22,3,15744,Alabat,113.70202807190384,0
Quezon,Pagbilao,21958,4738,53,1,1,82132,Pagbilao,97.4639771017996,0
Quezon,Atimonan,66845,88304,3,2,1,65552,Atimonan,108.10953120683898,0
Quezon,PadreBurgos,22982,33092,7,2,1,23392,Padre Burgos,112.2441574785896,0
Quezon,Plaridel,114952,45387,4,1,1,120939,Plaridel,125.05979604913055,0
Quezon,Quezon,28673,10256,49,238,1,3084270,Quezon City,125.55576155102592,0
Quezon,Calauag,172075,217148,13,10,3,68999,Calauag,133.04771344168194,0
CamarinesNorte,SantaElena,82276,84165,13,55,4,42585,Santa Elena,150.5382870934334,0
Quezon,Gumaca,114947,135249,7,4,4,72454,Gumaca,129.82495743325046,0
Quezon,Lopez,86363,3005,33,1,1,96006,Lopez,145.05322773674652,8
Quezon,Guinayangan,9756,14355,34,2,1,45375,Guinayangan,157.6261466286184,0
CamarinesNorte,Capalonga,30713,5171,36,2,1,32800,Capalonga,155.33108113088534,0
CamarinesNorte,JosePanganiban,16443,6386,32,12,2,60626,Jose Panganiban,171.0504095505645,0
CamarinesNorte,Vinzons,40126,15173,37,5,1,45173,Vinzons,208.0572667999349,0
CamarinesNorte,Paracale,16283,15589,6,1,1,58391,Paracale,185.8071378744256,0
CamarinesNorte,Labo,10027,3680,13,1,1,108319,Labo,161.24657746998065,0
Quezon,Tagkawayan,28278,28970,13,1,1,54709,Tagkawayan,178.0493551817754,2
CamarinesSur,DelGallego,6819,5100,35,10,4,26029,Del Gallego,180.05021236675856,0
CamarinesNorte,SanVicente,34069,34917,7,7,1,13074,San Vicente,205.6465838325624,0
CamarinesNorte,Talisay,139095,8225,17,1,1,109204,City of Talisay,211.9102920606961,0
CamarinesNorte,Daet,59745,53661,23,4,2,106465,Daet ,214.7628219295713,1
CamarinesNorte,SanLorenzoRuiz,14254,19715,17,5,3,15072,San Lorenzo Ruiz,212.56103647749725,0
CamarinesNorte,Mercedes,83268,95379,9,4,3,53702,Mercedes,217.9258246606764,0
CamarinesNorte,Basud,41049,45831,11,2,2,43388,Basud,217.1253737278284,0
CamarinesSur,Lupi,223247,181368,34,4,1,33474,Lupi,216.26438792600817,0
CamarinesSur,Siruma,8454,9511,26,2,1,19168,Siruma,252.44036267740572,0
CamarinesSur,Tinambac,30469,8834,49,2,1,69860,Tinambac,263.33956617911264,1
CamarinesSur,Lagonoy,25266,9956,45,5,2,57044,Lagonoy,271.33609326619523,0
CamarinesSur,Garchitorena,29435,4134,62,4,2,29408,Garchitorena,275.4036940112764,0
OccidentalMindoro,Lubang,27357,10590,26,2,1,18761,Lubang,132.924079294345,2
OccidentalMindoro,Looc,11904,5124,35,10,3,9426,Looc,125.95508862676937,1
Batangas,Taal,152743,130777,7,47,8,61559,Taal,78.61912297730431,0
Batangas,SanLuis,140958,177320,6,49,11,64674,San Luis,83.81804395211086,0
Batangas,Bauan,27845,7449,40,15,9,94016,Bauan,90.3633265181443,0
Batangas,Mabini,69339,61969,27,15,12,26589,Mabini,95.73425167777704,7
Batangas,Tingloy,3702,5429,43,2,2,15866,Tingloy,106.01795550846352,0
OccidentalMindoro,Paluan,72500,32553,25,1,1,19461,Paluan,148.02795991325613,1
OccidentalMindoro,Mamburao,2756,4900,37,1,1,44554,Mamburao ,159.515792312041,0
OccidentalMindoro,AbradeIlog,41321,18236,26,43,2,31910,Abra De Ilog,129.51634782504408,0
OrientalMindoro,PuertoGalera,29707,10402,9,1,1,42301,Puerto Galera,124.23381791819988,0
OccidentalMindoro,SantaCruz,20483,30100,19,14,2,41296,Santa Cruz,167.86502544914603,0
OccidentalMindoro,Sablayan,4259,4246,54,3,2,91406,Sablayan,183.00679556927557,1
Palawan,Coron,131799,19642,27,3,1,69439,Coron,226.43681708267596,0
OccidentalMindoro,Calintaan,39532,13078,32,17,2,31088,Calintaan,219.5335442509611,0
Palawan,ElNido,81807,16292,310,2,1,51367,El Nido,400.7157093801901,0
Palawan,Busuanga,43411,11447,34,4,1,26974,Busuanga,292.22003181084926,0
Palawan,Culion,78984,6390,23,1,1,23985,Culion,318.2674681656354,0
OccidentalMindoro,Rizal,38534,6920,45,3,2,20491,Rizal,231.35574404540785,0
Palawan,Linapacan,19938,16169,31,11,1,16782,Linapacan,363.9207200908908,0
Palawan,Agutaya,242951,196454,14,1,1,13351,Agutaya,362.2878023523943,0
Palawan,Cuyo,35731,16032,48,3,1,24702,Cuyo,368.0502746543911,0
Batangas,SantaTeresita,127186,138553,4,3,3,19476,Santa Teresita,77.95043578235764,0
Batangas,Alitagtag,45023,24853,13,1,1,28033,Alitagtag,80.70095439039025,0
Batangas,SanPascual,37093,35746,6,1,1,69419,San Pascual,84.84391929533243,0
Batangas,BatangasCity,265483,240392,9,35,8,358267,Batangas City ,85.7349766111923,0
Batangas,Ibaan,138064,147783,17,1,1,58673,Ibaan,84.7858998146815,1
Batangas,PadreGarcia,104935,127834,6,43,10,53526,Padre Garcia,82.63225169426129,0
Batangas,Rosario,15962,32844,4,1,1,58797,Rosario,83.54735764762852,0
Batangas,Taysan,289317,276332,7,1,1,41332,Taysan,91.34020850550591,0
Batangas,Lobo,330862,235738,7,1,1,41251,Lobo,100.65320477571537,0
Batangas,SanJuan,63769,26222,23,43,3,134312,City of San Juan,92.093966072667,0
OrientalMindoro,SanTeodoro,72415,62028,18,5,4,19650,San Teodoro,127.0957827613569,0
OrientalMindoro,CalapanCity,217119,194614,13,2,2,148558,City of Calapan ,133.68894640550118,0
OrientalMindoro,Baco,57175,94089,40,6,1,40159,Baco,134.30494867146228,0
OrientalMindoro,Naujan,32276,66633,14,3,2,109122,Naujan,145.02751771365504,1
Quezon,Agdangan,93840,117716,5,10,5,13316,Agdangan,124.73490468988602,0
Quezon,Unisan,39519,83212,7,2,1,25357,Unisan,129.3217248185194,0
Quezon,Pitogo,239027,252419,7,2,1,22499,Pitogo,145.70239507696613,0
Quezon,Macalelon,20775,31946,10,2,1,25266,Macalelon,151.72613315530552,0
Quezon,GeneralLuna,2970,2811,38,4,2,25110,General Luna,158.8651135223828,0
Quezon,Catanauan,251642,383180,13,1,1,76250,Catanauan,168.40311187419988,0
Marinduque,Boac,28764,12829,10,1,1,54365,Boac ,153.5054952896063,1
Marinduque,Mogpog,6661,3488,28,1,1,32577,Mogpog,147.57692100760005,0
Marinduque,SantaCruz,11893,7571,23,1,1,41296,Santa Cruz,154.6931468332598,0
Marinduque,Torrijos,65000,18127,29,5,2,28535,Torrijos,166.01537488488609,0
Marinduque,Gasan,115250,105696,7,4,3,35315,Gasan,162.63403566758225,1
Marinduque,Buenavista,49624,19801,55,2,2,31550,Buenavista,176.41780510407,0
