NAME_1,NAME_2,avg_d_kbps,avg_u_kbps,avg_lat_ms,tests,devices,Population_2024,PSGC_Match_Info,Distance_from_Metro Manila_km,No_Work_Count
OrientalMindoro,Victoria,31429,31005,11,9,1,71495,Victoria,158.44196012913616,0
OrientalMindoro,Socorro,33721,32913,17,1,1,41612,Socorro,170.7973915176167,0
OrientalMindoro,Pola,29697,10893,33,7,2,35771,Pola,162.65689665679636,0
OrientalMindoro,NaujanLake,4470,4694,9,1,1,0,,169.2826433564776,0
OrientalMindoro,Pinamalayan,206494,231425,13,1,1,90420,Pinamalayan,173.85052969296447,0
OrientalMindoro,Gloria,8740,11550,10,8,2,52296,Gloria,185.22252606852555,1
OrientalMindoro,Bansud,30009,41264,34,5,4,44396,Bansud,198.6537930272243,5
OrientalMindoro,Bongabong,5179,2067,70,1,1,77540,Bongabong,210.5378789159295,0
OrientalMindoro,Roxas,54070,39013,16,4,4,185236,City of Roxas ,221.95330280719128,0
OrientalMindoro,Mansalay,21152,23873,31,11,2,60597,Mansalay,224.66520317745264,0
Romblon,Concepcion,16813,12095,43,4,3,178549,Concepcion,199.7859214381699,3
Romblon,Banton,12068,15554,24,1,1,5848,Banton,215.465478077496,0
Romblon,Corcuera,3715,2526,95,1,1,9021,Corcuera,228.76794923927457,0
Romblon,SanAgustin,2125,6045,158,1,1,22228,San Agustin,249.46881477083303,0
Romblon,Calatrava,39569,19574,61,3,3,11254,Calatrava,247.36322149018363,0
Romblon,SanAndres,14227,16152,36,1,1,38407,San Andres,248.4663679859838,0
Romblon,Romblon,7757,2741,57,18,2,39004,Romblon ,253.95276521559228,0
Quezon,Buenavista,2886,396,41,1,1,31550,Buenavista,174.27910054712007,0
CamarinesSur,Ragay,2648,2841,34,1,1,58843,Ragay,191.8832212869041,0
Quezon,SanNarciso,4225,3135,26,7,2,32180,San Narciso,189.0452364797308,0
Quezon,Mulanay,8259,1696,49,1,1,53976,Mulanay,182.04857779258083,0
CamarinesSur,Sipocot,215987,217988,17,1,1,65286,Sipocot,222.28672391651327,0
CamarinesSur,Cabusao,16801,16268,27,5,5,18882,Cabusao,236.7896798526056,0
CamarinesSur,Libmanan,5178,6223,32,3,3,113254,Libmanan,223.6979184825572,2
CamarinesSur,Pasacao,88918,14550,48,13,1,50708,Pasacao,230.2098363604775,0
CamarinesSur,Pamplona,16999,19912,36,1,1,25182,Pamplona,243.298501583836,0
Quezon,SanFrancisco,89200,87149,11,2,2,63789,San Francisco,208.04825229696505,0
Quezon,SanAndres,51837,55819,18,4,1,38407,San Andres,218.68826383539573,0
CamarinesSur,Calabanga,21164,8235,46,20,1,88918,Calabanga,259.86349070163874,0
CamarinesSur,Goa,17631,5232,3,2,1,71651,Goa,268.966290274883,0
CamarinesSur,Bombon,12510,13249,18,6,3,17346,Bombon,248.33879559237135,0
CamarinesSur,Magarao,4545,4685,69,2,1,28197,Magarao,248.52512456344272,0
CamarinesSur,Canaman,9101,10368,50,5,1,35766,Canaman,244.9093978003276,0
CamarinesSur,Gainza,130431,201845,3,3,2,11652,Gainza,250.99331517393924,0
CamarinesSur,Camaligan,64256,78063,10,2,1,25218,Camaligan,254.47643612104736,0
CamarinesSur,NagaCity,174239,181477,16,8,7,210545,City of Naga,257.5145329028723,6
CamarinesSur,Milaor,20813,20115,5,1,1,33680,Milaor,257.64755951557265,0
CamarinesSur,Pili,171734,137222,16,83,28,101668,Pili ,261.6726904960823,0
CamarinesSur,Minalabac,69881,65059,20,13,2,51841,Minalabac,261.89007550632067,5
CamarinesSur,Ocampo,10972,12710,33,37,2,49535,Ocampo,273.2882059609393,0
CamarinesSur,Caramoan,4066,9159,41,4,1,50433,Caramoan,304.12240837580805,0
CamarinesSur,Presentacion,16647,11034,42,5,1,23323,Presentacion,306.6726058638511,0
CamarinesSur,SanJose,1858,8788,18,2,1,156714,San Jose City,283.5978696606235,0
CamarinesSur,Tigaon,117558,127278,9,54,10,61790,Tigaon,286.844671019144,0
CamarinesSur,Sagnay,58975,53613,12,1,1,0,,286.6724853371735,0
CamarinesSur,SanFernando,196615,196685,7,13,6,124809,City of San Fernando ,253.14726290609536,0
CamarinesSur,Bula,45897,59245,26,3,3,75943,Bula,266.89371430752465,0
CamarinesSur,Baao,30675,15915,35,1,1,61357,Baao,280.5381435665479,1
CamarinesSur,Nabua,59959,65065,20,11,4,86458,Nabua,279.0741642290113,3
CamarinesSur,IrigaCity,109815,136707,9,4,3,115306,City of Iriga,286.3185121750536,0
CamarinesSur,Balatan,9308,7391,45,17,4,31069,Balatan,275.49617869309054,0
CamarinesSur,Bato,7310,8439,8,14,3,52021,Bato,283.8959973356417,0
CamarinesSur,BatoLake,60218,60442,7,1,1,0,,287.73214144824334,0
Albay,Libon,4767,4393,36,2,1,72135,Libon,285.9231169935924,0
Albay,BatoLake,5984,7937,6,1,1,0,,290.9091484491236,0
CamarinesSur,Buhi,48609,12859,44,52,2,78104,Buhi,291.19006572497466,1
CamarinesSur,BuhiLake,4685,5860,46,1,1,0,,296.50074083852866,0
Albay,Tiwi,3092,2536,94,1,1,56871,Tiwi,302.04444821665555,0
Albay,Malinao,194321,152315,3,4,1,49570,Malinao,315.663738638768,0
Albay,Polangui,23750,21707,5,24,2,89344,Polangui,294.4405517426124,0
Albay,Oas,101760,114246,19,2,2,64890,Oas,302.10820811686204,0
Albay,LigaoCity,85308,80695,15,30,9,119779,City of Ligao,309.9034884196872,0
Albay,TabacoCity,23300,27056,16,2,2,140779,City of Tabaco,314.7494613765279,0
Albay,Malilipot,86807,80670,20,18,2,41066,Malilipot,322.4534528103381,0
Albay,Guinobatan,57489,1281,31,1,1,84420,Guinobatan,316.7838805451444,0
Albay,SantoDomingo,171412,157345,5,4,1,29372,Santo Domingo,327.779479023439,0
Masbate,SanPascual,213811,13022,50,2,1,69419,San Pascual,259.44203991661254,0
Masbate,Claveria,27856,41206,34,1,1,32997,Claveria,291.0526899020058,10
Albay,PioDuran,9677,7566,16,16,1,48713,Pio Duran,312.0869602966016,0
Albay,Camalig,30186,43767,32,84,4,73087,Camalig,321.80000171288003,0
Albay,Daraga,292673,12302,19,1,1,138000,Daraga,326.4709293220789,0
Albay,LegazpiCity,29539,33892,18,2,2,210616,City of Legazpi ,331.92402259974807,1
Sorsogon,Donsol,4217,4747,18,1,1,51781,Donsol,320.4444584276312,0
Albay,Jovellar,2313,4698,16,1,1,17538,Jovellar,321.9178236073092,0
Sorsogon,Pilar,150214,96149,30,3,3,10498,Pilar,334.2212299757649,0
Masbate,Aroroy,7774,3806,56,4,1,89154,Aroroy,328.21110234070136,0
Masbate,Monreal,2929,2858,47,1,1,25843,Monreal,352.4698045206408,0
Masbate,SanJacinto,1990,754,64,3,2,44713,San Jacinto,360.71384921778,0
OccidentalMindoro,SanJose,9423,8492,13,2,2,156714,San Jose City,235.9689573298284,0
OccidentalMindoro,Magsaysay,208371,235717,13,3,3,40987,Magsaysay,262.3330201009606,4
OrientalMindoro,Bulalacao,9224,9084,27,1,1,46439,Bulalacao,250.1088738003847,0
Antique,Caluya,53166,17802,76,1,1,42895,Caluya,282.9295802378912,0
Romblon,Ferrol,50341,51285,16,33,3,7826,Ferrol,266.074305361829,0
Romblon,Odiongan,50341,51285,16,33,3,48133,Odiongan,266.074305361829,0
Romblon,Looc,6431,3646,29,1,1,9426,Looc,278.1674073115919,1
Romblon,SantaMaria,3165,2778,49,3,1,30076,Santa Maria,268.15667803832093,0
Romblon,Alcantara,9456,5732,34,3,1,16417,Alcantara,276.8979587763441,0
Romblon,SantaFe,36007,6660,55,10,2,18950,Santa Fe,291.7110240198721,0
Romblon,SanJose,8460,6510,36,1,1,156714,San Jose City,297.1204044788065,0
Aklan,Malay,15311,24193,3,1,1,64723,Malay,306.36142848597353,0
Aklan,Buruanga,33718,10200,41,24,1,19878,Buruanga,316.27561151475646,0
Aklan,Nabas,48016,39539,65,3,2,41568,Nabas,315.05960091681624,0
Antique,Libertad,85148,21431,52,3,1,18685,Libertad,328.7582332088482,0
Aklan,Ibajay,24591,22031,24,2,1,53399,Ibajay,331.4327866731744,0
Antique,Pandan,67600,54639,14,10,2,20796,Pandan,336.414543493438,0
Aklan,Tangalan,14892,29362,33,2,1,24004,Tangalan,338.18410782842375,3
Aklan,Makato,2877,3577,2,1,1,30650,Makato,346.1861608249297,0
Aklan,Numancia,23684,24759,57,6,2,37428,Numancia,348.2076916833353,0
Aklan,Lezo,25985,16612,13,7,4,16200,Lezo,352.0501676300334,0
Antique,Sebaste,41744,36196,10,7,3,19365,Sebaste,347.44490448848745,0
Aklan,Malinao,4737,4756,17,1,1,49570,Malinao,352.1577634335029,0
Aklan,Banga,107647,124421,17,19,2,41188,Banga,357.6285015759373,0
Aklan,Madalag,76945,25293,30,5,1,19043,Madalag,366.7832043437828,0
Aklan,Balete,38919,37916,10,4,2,24202,Balete,367.85985560310166,0
Antique,Culasi,60755,87924,24,4,1,46442,Culasi,362.33572145795534,0
Antique,Tibiao,29100,23788,13,2,1,29608,Tibiao,379.0889814180959,0
Aklan,Libacao,87722,95403,15,11,2,28525,Libacao,374.05209768878274,0
Capiz,Jamindan,5433,1049,41,1,1,40472,Jamindan,383.0522994410653,0
Antique,Barbaza,3694,1849,14,3,1,24925,Barbaza,390.14970527175086,0
Romblon,Magdiwang,3770,3777,45,1,1,15170,Magdiwang,282.9534779783924,0
Romblon,SanFernando,61082,18749,32,3,1,124809,City of San Fernando ,284.1835546528815,0
Romblon,Cajidiocan,26087,7710,49,2,1,23488,Cajidiocan,290.6950783625735,0
Masbate,Mandaon,50175,5623,49,5,1,44177,Mandaon,349.6471925905639,0
Masbate,Baleno,165822,212759,8,6,2,28787,Baleno,349.1909894850305,9
Masbate,MasbateCity,1026,1003,23,2,1,104011,City of Masbate ,364.48820874600153,3
Masbate,SanFernando,51230,48158,36,2,2,124809,City of San Fernando ,375.1322331378096,0
Masbate,Batuan,49405,11644,44,109,2,15614,Batuan,378.7925053549315,0
Masbate,Milagros,2089,143,22,1,1,57362,Milagros,362.6269760717085,0
Masbate,Mobo,163732,168181,32,36,7,41199,Mobo,377.9660896388447,0
Masbate,Uson,116539,127619,3,10,6,56410,Uson,391.49518433643294,0
Masbate,Balud,29858,8483,39,3,1,40236,Balud,364.701399435622,0
Masbate,Cawayan,1665,2134,50,1,1,68510,Cawayan,398.9313670081927,0
Aklan,Kalibo,25654,41187,8,1,1,93218,Kalibo ,352.0261126602144,2
Aklan,NewWashington,26116,38973,14,3,1,49204,New Washington,357.42820590239285,0
Aklan,Batan,2620,1854,42,2,1,33932,Batan,364.2366547354521,0
Aklan,Altavas,7761,2270,62,1,1,26181,Altavas,372.43302979439255,0
Capiz,Sapi-An,3673,3680,28,1,1,27377,Sapi-An,379.5500983883326,1
Capiz,Ivisan,123856,131156,15,5,3,32853,Ivisan,381.17028383392767,0
Capiz,RoxasCity,10020,7566,18,2,2,185236,City of Roxas ,383.37758141476377,0
Capiz,Panay,144490,144431,9,3,3,50946,Panay,387.9888245948981,0
Capiz,Mambusao,45845,14434,26,1,1,41768,Mambusao,386.6197351324077,0
Capiz,Sigma,7385,8402,18,3,1,32628,Sigma,390.8109815304536,0
Capiz,Dumalag,8413,7636,15,1,1,30872,Dumalag,400.0039814060114,0
Capiz,Dao,220811,290650,18,1,1,34555,Dao,398.8223551255479,0
Capiz,Cuartero,14255,13201,13,1,1,28650,Cuartero,403.3909533157172,0
Capiz,Tapaz,19117,5744,78,1,1,57684,Tapaz,397.0814991010617,0
Iloilo,Calinog,7035,6326,54,3,1,63896,Calinog,413.002834356256,0
Capiz,Dumarao,29371,23919,14,12,1,51633,Dumarao,407.9627272804604,0
Iloilo,Bingawan,114413,136459,16,54,10,16247,Bingawan,410.7958574274129,0
Iloilo,PassiCity,83863,57029,20,1,1,90313,City of Passi,412.5103334281233,0
Capiz,Panitan,14011,18863,13,1,1,44246,Panitan,394.1111147055134,0
Capiz,Pontevedra,32673,23577,20,9,2,51956,Pontevedra,396.6617820111537,0
Capiz,Ma-Ayon,10169,10081,23,1,1,42997,Ma-Ayon,401.58201945188927,0
Capiz,PresidentRoxas,72990,41250,14,1,1,32436,President Roxas,405.7999611884152,0
Capiz,Pilar,82025,9066,40,43,2,10498,Pilar,405.46248950552246,0
Iloilo,Sara,60292,7324,43,2,2,55476,Sara,417.3739255559677,0
Iloilo,Lemery,6026,2817,42,9,1,94736,Lemery,425.1814551415529,0
Iloilo,SanRafael,59902,63764,18,1,1,108256,San Rafael,427.21846105698097,0
Iloilo,SanDionisio,1893,4546,126,1,1,39423,San Dionisio,424.3501622633005,0
Iloilo,Ajuy,15357,7424,54,2,2,54100,Ajuy,433.12954120200936,0
Iloilo,Carles,61929,59508,14,54,2,74177,Carles,407.0277891608935,3
Iloilo,Balasan,77257,65854,28,83,11,35193,Balasan,412.08467000577616,0
Iloilo,Estancia,71122,89752,11,1,1,54882,Estancia,416.7229516603626,1
Iloilo,Batad,300343,156112,16,2,2,22174,Batad,418.4204022806287,0
Iloilo,Concepcion,46651,104271,11,10,1,178549,Concepcion,434.0898569628503,3
Cebu,Madridejos,107650,109972,26,10,4,42828,Madridejos,470.777225367208,0
Cebu,Bantayan,34778,153429,6,1,1,87394,Bantayan,473.562615445975,0
Catanduanes,Pandan,18122,7708,61,12,3,20796,Pandan,332.0286713202585,0
Catanduanes,Bagamanoc,129041,15195,28,3,2,10403,Bagamanoc,353.1726832029792,0
Catanduanes,Caramoran,1985,3113,67,4,2,30124,Caramoran,342.8350491259348,0
Catanduanes,Panganiban,32118,13189,52,7,1,8947,Panganiban,359.7709048982554,0
Catanduanes,SanAndres,110587,113483,10,290,4,38407,San Andres,342.88616455822387,0
Catanduanes,Viga,59522,17884,41,90,1,21364,Viga,361.5696797346772,0
Catanduanes,SanMiguel,8001,6875,49,5,2,179792,San Miguel,362.1884586751456,0
Catanduanes,Gigmoto,68516,11197,74,14,3,8348,Gigmoto,374.1901506941364,0
Catanduanes,Virac,3559,3397,52,1,1,75135,Virac ,357.53703562904434,0
Catanduanes,Bato,9647,4549,14,2,1,52021,Bato,368.2189636679215,0
Catanduanes,Baras,17967,7709,49,7,3,91099,Baras,375.4612198640877,0
Albay,Bacacay,33263,11078,36,11,3,72298,Bacacay,336.4131820627313,0
Albay,Rapu-Rapu,34655,5640,45,3,2,36281,Rapu-Rapu,346.44255457048735,0
Albay,Manito,116630,20760,28,1,1,26425,Manito,347.9181106898187,0
Sorsogon,SorsogonCity,2412,3478,33,10,3,187670,City of Sorsogon ,356.0946569468053,7
Sorsogon,Castilla,56996,53675,34,1,1,61308,Castilla,347.2204953074653,3
Sorsogon,Gubat,38791,46170,36,2,2,61095,Gubat,378.9414209426965,10
Sorsogon,Casiguran,231968,306090,25,2,1,26855,Casiguran,376.3392585680997,0
Sorsogon,PrietoDiaz,100043,139753,4,5,2,23424,Prieto Diaz,377.7952781534746,0
Sorsogon,Magallanes,61959,18298,43,2,2,25826,Magallanes,361.03697191002806,0
Sorsogon,Bulan,1243,199,26,3,1,106919,Bulan,369.4849836369385,0
Sorsogon,Juban,81058,105031,37,15,4,35978,Juban,371.95263188786953,0
Sorsogon,Barcelona,64513,68110,22,5,2,21911,Barcelona,385.9988204177631,0
Sorsogon,Irosin,3222,1147,7,1,1,59540,Irosin,380.8750612205528,0
Sorsogon,Bulusan,24212,16805,36,2,2,24152,Bulusan,388.56789220494966,2
Sorsogon,Matnog,42343,41532,20,2,1,42444,Matnog,386.33495013358544,0
Sorsogon,SantaMagdalena,15340,3097,59,3,1,17400,Santa Magdalena,393.5924032817368,0
NorthernSamar,Allen,5032,3153,51,3,2,26527,Allen,418.0738649295199,0
NorthernSamar,Biri,63823,54094,26,7,2,11005,Biri,418.9925529327187,0
NorthernSamar,Lavezares,86234,15784,28,1,1,29801,Lavezares,423.3593808082773,0
NorthernSamar,Pambujan,1826,1315,46,1,1,34174,Pambujan,475.1053912490251,0
NorthernSamar,Laoang,19912,6507,33,4,3,60980,Laoang,482.9936334182809,0
NorthernSamar,Palapag,15236,6720,57,74,8,34954,Palapag,492.93200217096313,0
NorthernSamar,SanVicente,5027,4549,24,2,1,13074,San Vicente,406.1263599766654,0
Masbate,Dimasalang,102712,17064,37,2,1,25054,Dimasalang,400.7904284878998,0
NorthernSamar,Capul,123050,14388,103,5,2,12127,Capul,411.9554068362342,0
NorthernSamar,SanAntonio,65471,14125,32,11,3,84958,San Antonio,424.6510236078413,0
NorthernSamar,Victoria,68911,25299,46,129,13,71495,Victoria,425.0238941175413,0
NorthernSamar,Rosario,24411,15911,53,63,2,58797,Rosario,433.7286647059478,0
NorthernSamar,SanJose,14056,6611,42,83,5,156714,San Jose City,435.8778152919795,0
NorthernSamar,SanIsidro,30262,30680,37,4,3,4771,San Isidro,432.1802760723768,0
Samar,CalbayogCity,51669,67563,49,11,7,187848,City of Calbayog,443.7326221370713,0
Masbate,Palanas,159588,166099,2,16,2,28133,Palanas,411.6815895399735,0
Masbate,Placer,20368,12923,49,2,2,56658,Placer,417.7010793005439,4
Masbate,Cataingan,124648,130327,18,40,10,51165,Cataingan,422.47974957809777,0
Masbate,PioV.Corpuz,62375,68757,15,2,2,0,,440.5313915276651,0
Samar,Tagapul-An,5789,5817,47,8,1,9139,Tagapul-An,441.9930587440842,0
Samar,SantoNino,6378,6374,44,1,1,0,,469.19590180568207,0
Samar,Almagro,60770,13449,46,46,1,8571,Almagro,462.72635998836864,0
NorthernSamar,Bobon,1755,1126,29,1,1,27266,Bobon,444.5955348709903,0
NorthernSamar,Catarman,244675,213938,14,18,1,97738,Catarman ,450.8042573882553,0
NorthernSamar,LopedeVega,44846,31700,40,8,1,15779,Lope De Vega,461.4543716084338,0
NorthernSamar,Mondragon,29859,24547,16,8,1,43116,Mondragon,461.0117268120859,0
NorthernSamar,SanRoque,64463,30011,10,1,1,29993,San Roque,472.2523595081228,0
NorthernSamar,Catubig,10416,6548,56,10,2,32688,Catubig,495.5604881300705,0
NorthernSamar,SilvinoLobos,45360,8067,61,2,1,15512,Silvino Lobos,484.7627731242621,0
NorthernSamar,LasNavas,4826,422,65,3,2,37425,Las Navas,495.2867012209349,0
Samar,SantaMargarita,34260,41544,69,6,3,27012,Santa Margarita,484.68980857589736,0
Samar,Gandara,4089,3324,82,9,1,36826,Gandara,490.955420057227,0
Samar,Tarangnan,4845,4742,35,1,1,26013,Tarangnan,491.9074294809281,0
Samar,Pagsanghan,11422,9788,35,1,1,8145,Pagsanghan,496.5996633492892,0
Samar,Matuguinao,3068,1294,60,1,1,7708,Matuguinao,497.158863976972,0
Samar,SanJorge,1583,1128,68,1,1,17863,San Jorge,502.8543340683452,0
Samar,SanJosedeBuan,18212,8223,59,24,5,7939,San Jose De Buan,517.6984182563949,0
Samar,CatbaloganCity,34651,19965,60,1,1,107896,City of Catbalogan ,514.0576181993525,0
Samar,Motiong,32952,6099,94,3,1,15887,Motiong,522.238094443023,0
Samar,Paranas,40461,18703,38,1,1,35281,Paranas,527.8405159726237,0
Samar,Jiabong,25257,30376,18,4,1,19482,Jiabong,525.9920104313036,0
Masbate,Esperanza,2678,3535,18,1,1,18021,Esperanza,443.7451185125403,1
Biliran,Maripipi,60508,22291,37,2,1,6070,Maripipi,472.95008225891576,0
Biliran,Kawayan,14513,12288,49,4,2,21422,Kawayan,488.0022604283307,1
Biliran,Naval,26707,12770,47,4,1,59236,Naval ,487.75732388709537,1
Biliran,Almeria,30555,31619,20,4,2,18716,Almeria,488.565029086288,1
Leyte,Calubian,6996,4458,64,6,2,31990,Calubian,491.6134954147634,0
Biliran,Biliran,112184,21312,33,5,2,18721,Biliran,504.9137183729253,1
Cebu,SantaFe,17949,16500,15,2,1,18950,Santa Fe,478.34681395939367,0
Cebu,Daanbantayan,20769,12648,4,2,2,95080,Daanbantayan,491.658030291406,0
Cebu,Medellin,56888,43916,7,13,6,62163,Medellin,494.5141609027032,0
Leyte,SanIsidro,13752,13461,28,60,4,4771,San Isidro,496.1826733856267,0
Leyte,Tabango,88777,92298,22,1,1,33888,Tabango,510.1720865774242,0
Leyte,Leyte,34327,14535,36,1,1,40622,Leyte,517.3598053623693,0
Leyte,Villaba,72143,64757,23,1,1,42981,Villaba,521.2267384946596,0
Samar,Daram,47698,6624,39,18,2,41932,Daram,513.5646389475073,0
Biliran,Culaba,5713,4860,42,1,1,13563,Culaba,493.70902857109337,1
Biliran,Caibiran,35760,2447,91,1,1,24444,Caibiran,507.03429445363753,1
Biliran,Cabucgayan,12561,15631,11,6,1,21923,Cabucgayan,518.1571179888699,1
Samar,Zumarraga,11096,8110,67,1,1,16051,Zumarraga,523.2465297871128,0
Samar,SanSebastian,196310,189583,11,7,2,9110,San Sebastian,539.0488004280924,0
Samar,Hinabangan,18636,14852,44,2,2,13791,Hinabangan,542.9932944321635,0
Samar,Villareal,68455,13831,54,2,2,27909,Villareal,535.1212180744291,0
Samar,Talalora,30920,7192,56,15,2,8530,Talalora,536.4505079010102,0
Samar,Calbiga,14770,4345,89,1,1,23309,Calbiga,538.9583361983717,0
Samar,Pinabacdao,6801,5883,52,4,1,18639,Pinabacdao,541.4134438196329,0
Leyte,SanMiguel,15665,15380,44,10,1,179792,San Miguel,544.5526091461393,0
Leyte,Barugo,69205,425,50,1,1,35402,Barugo,543.9645688093237,0
Leyte,Capoocan,42577,41634,8,1,1,34388,Capoocan,529.2904158482413,0
Leyte,Kananga,5118,3281,13,3,1,60885,Kananga,533.8831641221599,0
Leyte,Carigara,34429,32994,8,1,1,56060,Carigara,542.7017405441221,5
Leyte,Tunga,2544,4092,17,1,1,8301,Tunga,549.9127870622043,0
Leyte,Jaro,117046,144489,6,1,1,44643,Jaro,551.9296375259507,0
Leyte,Alangalang,17229,20059,15,2,2,59063,Alangalang,556.6564613771912,0
Samar,SantaRita,30996,9776,48,19,2,42915,Santa Rita,546.0310314365877,0
Leyte,Babatngon,118768,180257,9,9,6,29587,Babatngon,544.537557929713,0
Samar,Basey,16820,17105,20,1,1,57645,Basey,572.2623571813837,0
Leyte,TaclobanCity,38338,25957,59,1,1,259353,City of Tacloban ,558.1128609069306,6
Leyte,SantaFe,27271,29195,22,1,1,18950,Santa Fe,565.9593049625391,0
Leyte,Palo,140612,158582,10,23,16,80291,Palo,574.1541166572471,0
NorthernSamar,Mapanas,1221,8438,99,1,1,14858,Mapanas,508.50827533331625,0
NorthernSamar,Gamay,8885,18056,38,1,1,21546,Gamay,519.624237339072,0
NorthernSamar,Lapinig,2427,560,31,1,1,11908,Lapinig,519.8350551309164,0
EasternSamar,Jipapad,1264,2090,75,1,1,8726,Jipapad,519.6092347058944,0
EasternSamar,Arteche,25875,8895,52,3,1,16648,Arteche,529.531602876341,0
EasternSamar,Oras,23425,12160,49,6,2,35997,Oras,542.7763895082569,0
EasternSamar,SanPolicarpo,23425,12160,49,6,2,15597,San Policarpo,542.7763895082569,0
EasternSamar,Maslog,8477,11174,55,3,3,5438,Maslog,531.9327585058583,0
EasternSamar,Dolores,33503,6946,53,4,1,11967,Dolores,536.8562181070681,0
EasternSamar,Can-Avid,201366,276899,13,1,1,21942,Can-Avid,543.1585896869071,3
EasternSamar,Taft,25246,13987,17,14,5,18692,Taft,560.1351562008218,0
EasternSamar,Sulat,182194,257336,10,9,3,15776,Sulat,565.7990930934136,0
EasternSamar,SanJulian,545,14436,50,4,2,14509,San Julian,571.0828793846982,0
EasternSamar,BoronganCity,3506,1661,34,1,1,71431,City of Borongan ,577.4130433339261,2
EasternSamar,Maydolong,2435,2061,11,1,1,15456,Maydolong,588.7832516657709,0
EasternSamar,Balangkayan,81086,15357,40,3,1,10014,Balangkayan,594.3343968388871,0
EasternSamar,Llorente,9826,3485,43,2,1,18909,Llorente,598.9146572317521,0
Samar,Marabut,17050,356,13,1,1,18168,Marabut,582.6090599747479,0
EasternSamar,Balangiga,14121,6289,46,13,1,14473,Balangiga,601.4742192984975,0
EasternSamar,Lawaan,14121,6289,46,13,1,13063,Lawaan,601.4742192984975,0
EasternSamar,GeneralMacarthur,31021,35404,18,4,2,14606,General Macarthur,611.1904257334223,0
EasternSamar,Hernani,95169,52783,25,3,2,8296,Hernani,614.1084628607214,0
EasternSamar,Salcedo,33329,28216,36,50,7,11196,Salcedo,621.7029114500069,0
EasternSamar,Quinapondan,37886,28847,25,1,1,14624,Quinapondan,619.5627516279827,0
Palawan,Quezon,110042,31383,42,2,1,3084270,Quezon City,671.839422928146,0
Palawan,SofronioEspanola,112904,151226,76,69,1,0,,683.0800702477372,0
Palawan,Rizal,6242,4980,89,1,1,20491,Rizal,774.718492142316,0
Palawan,Bataraza,48284,15946,85,5,1,87384,Bataraza,785.1543104518319,0
Palawan,Brooke'sPoint,12927,9516,57,1,1,76715,Brooke's Point,747.7072225701853,0
Palawan,Balabac,4552,4624,95,1,1,42662,Balabac,843.0119397027114,0
Palawan,Taytay,18976,6524,38,39,3,397111,Taytay,441.6034049678787,1
Palawan,SanVicente,37683,12423,38,5,2,13074,San Vicente,467.0398602051536,0
Palawan,Dumaran,4906,774,27,1,1,23795,Dumaran,482.4454107349044,0
Palawan,PuertoPrincesaCity,22122,5016,83,1,1,316384,City of Puerto Princesa ,560.9511124967495,0
Palawan,Roxas,12204,5085,25,3,3,185236,City of Roxas ,519.3292310282,0
Palawan,Araceli,10748,3067,51,1,1,14554,Araceli,461.2673092969549,0
Palawan,Aborlan,39533,32378,63,2,2,39972,Aborlan,623.3542322857884,0
Palawan,Narra,24671,56626,114,2,1,80572,Narra,642.2304934440078,1
Palawan,Magsaysay,15178,14368,26,3,3,40987,Magsaysay,417.749837798482,4
Antique,Patnongon,2762,1055,15,1,1,40070,Patnongon,421.4071066623938,0
Antique,Belison,142427,151057,16,28,4,14433,Belison,428.3905518946444,0
Antique,Sibalom,70279,88038,28,35,2,67155,Sibalom,432.4593553319927,0
Antique,Laua-An,24214,23650,10,1,1,28177,Laua-An,397.3539444997453,0
Antique,Bugasong,6444,5441,59,1,1,36060,Bugasong,407.6785641341562,0
Antique,Valderrama,77270,43801,31,1,1,20762,Valderrama,415.81268562946207,0
Iloilo,Lambunao,54479,15490,33,1,1,80724,Lambunao,407.7940399568576,0
Antique,SanRemigio,1892,3621,26,2,1,36170,San Remigio,425.28794461608646,0
Iloilo,Leon,31469,17967,33,5,3,52777,Leon,435.469476352745,0
Iloilo,Alimodian,31469,17967,33,5,3,39814,Alimodian,435.469476352745,0
Iloilo,Tubungan,15321,21306,61,11,2,23083,Tubungan,441.3651048950143,0
Antique,SanJose,86321,86561,9,1,1,156714,San Jose City,434.2479473010176,0
Antique,Hamtic,191328,172170,14,24,5,54455,Hamtic,441.5015991006628,0
Antique,TobiasFornier,19572,15827,42,10,5,34411,Tobias Fornier,458.7639805376294,0
Iloilo,Miagao,104520,25570,30,2,1,68163,Miagao,452.14100273422,0
Iloilo,Igbaras,1298,764,32,2,1,32442,Igbaras,444.1386364748664,0
Iloilo,Tigbauan,5310,4856,26,2,1,65657,Tigbauan,450.6466654260736,0
Iloilo,Guimbal,14468,15185,16,1,1,35129,Guimbal,452.7687834141503,0
Iloilo,SanJoaquin,7179,5061,44,1,1,52773,San Joaquin,456.77184367934143,0
Antique,Anini-Y,72926,87409,25,40,5,22713,Anini-Y,469.4660695694952,0
Iloilo,Janiuay,7334,3882,75,1,1,67509,Janiuay,424.1345462308406,0
Iloilo,Badiangan,48628,149040,13,5,1,27088,Badiangan,429.4524089982223,0
Iloilo,Duenas,312141,340285,14,1,1,0,,423.0532742971412,0
Iloilo,SanEnrique,8692,18129,14,5,1,37381,San Enrique,428.13806601899824,0
Iloilo,Dingle,90615,93258,12,10,2,46032,Dingle,432.96325248355055,0
Iloilo,Maasin,3029,4448,29,2,1,85486,City of Maasin ,430.4378356719005,2
